date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:06:45	21406/21406	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Sep%202019%2006:07:26%20GMT	https://designseer.com/html/grit-demo/	D:/Andrea/Andrewjr11/Altro/Programmazione/Html/Dom/Sito%20grit/designseer.com/html/grit-demo/index.html	(from )
09:06:45	124/124	---M-Z	200	added ('OK')	text/plain	date:Wed,%2024%20Feb%202021%2008:06:43%20GMT	https://designseer.com/robots.txt		(from )
09:06:45	39226/39226	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2024%20Feb%202021%2008:06:44%20GMT	https://designseer.com/html/grit-demo/img/favicon.ico	D:/Andrea/Andrewjr11/Altro/Programmazione/Html/Dom/Sito%20grit/designseer.com/html/grit-demo/img/favicon.ico	(from https://designseer.com/html/grit-demo/)
09:06:45	153184/153184	---M-Z	200	added ('OK')	text/css	date:Sun,%2022%20Sep%202019%2006:07:25%20GMT	https://designseer.com/html/grit-demo/css/bootstrap.css	D:/Andrea/Andrewjr11/Altro/Programmazione/Html/Dom/Sito%20grit/designseer.com/html/grit-demo/css/bootstrap.css	(from https://designseer.com/html/grit-demo/)
09:06:45	30548/30548	---M-Z	200	added ('OK')	text/css	date:Sun,%2022%20Sep%202019%2006:07:25%20GMT	https://designseer.com/html/grit-demo/css/font-awesome.css	D:/Andrea/Andrewjr11/Altro/Programmazione/Html/Dom/Sito%20grit/designseer.com/html/grit-demo/css/font-awesome.css	(from https://designseer.com/html/grit-demo/)
09:06:46	1547/1547	---M-Z	200	added ('OK')	text/css	date:Sun,%2022%20Sep%202019%2006:07:25%20GMT	https://designseer.com/html/grit-demo/css/owl.carousel.css	D:/Andrea/Andrewjr11/Altro/Programmazione/Html/Dom/Sito%20grit/designseer.com/html/grit-demo/css/owl.carousel.css	(from https://designseer.com/html/grit-demo/)
09:06:46	1743/1743	---M-Z	200	added ('OK')	text/css	date:Sun,%2022%20Sep%202019%2006:07:25%20GMT	https://designseer.com/html/grit-demo/css/owl.theme.css	D:/Andrea/Andrewjr11/Altro/Programmazione/Html/Dom/Sito%20grit/designseer.com/html/grit-demo/css/owl.theme.css	(from https://designseer.com/html/grit-demo/)
09:06:46	76080/76080	---M-Z	200	added ('OK')	text/css	date:Sun,%2022%20Sep%202019%2006:07:25%20GMT	https://designseer.com/html/grit-demo/css/animate.css	D:/Andrea/Andrewjr11/Altro/Programmazione/Html/Dom/Sito%20grit/designseer.com/html/grit-demo/css/animate.css	(from https://designseer.com/html/grit-demo/)
09:06:46	107048/107048	---M-Z	200	added ('OK')	text/css	date:Sun,%2022%20Sep%202019%2006:07:26%20GMT	https://designseer.com/html/grit-demo/style.css	D:/Andrea/Andrewjr11/Altro/Programmazione/Html/Dom/Sito%20grit/designseer.com/html/grit-demo/style.css	(from https://designseer.com/html/grit-demo/)
09:06:47	21406/21406	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Sep%202019%2006:07:26%20GMT	https://designseer.com/html/grit-demo/index.html	D:/Andrea/Andrewjr11/Altro/Programmazione/Html/Dom/Sito%20grit/designseer.com/html/grit-demo/index-2.html	(from https://designseer.com/html/grit-demo/)
09:06:47	686/686	---M--	200	added ('OK')	image/png	date:Sun,%2022%20Sep%202019%2006:07:25%20GMT	https://designseer.com/html/grit-demo/img/logo-top.png	D:/Andrea/Andrewjr11/Altro/Programmazione/Html/Dom/Sito%20grit/designseer.com/html/grit-demo/img/logo-top.png	(from https://designseer.com/html/grit-demo/)
09:06:47	8603/8603	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Sep%202019%2006:07:26%20GMT	https://designseer.com/html/grit-demo/page.html	D:/Andrea/Andrewjr11/Altro/Programmazione/Html/Dom/Sito%20grit/designseer.com/html/grit-demo/page.html	(from https://designseer.com/html/grit-demo/)
09:06:47	13742/13742	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Sep%202019%2006:07:25%20GMT	https://designseer.com/html/grit-demo/blog.html	D:/Andrea/Andrewjr11/Altro/Programmazione/Html/Dom/Sito%20grit/designseer.com/html/grit-demo/blog.html	(from https://designseer.com/html/grit-demo/)
09:06:47	7088/7088	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Sep%202019%2006:07:25%20GMT	https://designseer.com/html/grit-demo/contact.html	D:/Andrea/Andrewjr11/Altro/Programmazione/Html/Dom/Sito%20grit/designseer.com/html/grit-demo/contact.html	(from https://designseer.com/html/grit-demo/)
09:06:48	276415/276415	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Sep%202019%2006:07:25%20GMT	https://designseer.com/html/grit-demo/img/b-1.jpg	D:/Andrea/Andrewjr11/Altro/Programmazione/Html/Dom/Sito%20grit/designseer.com/html/grit-demo/img/b-1.jpg	(from https://designseer.com/html/grit-demo/)
09:06:48	12309/12309	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Sep%202019%2006:07:26%20GMT	https://designseer.com/html/grit-demo/portfolio.html	D:/Andrea/Andrewjr11/Altro/Programmazione/Html/Dom/Sito%20grit/designseer.com/html/grit-demo/portfolio.html	(from https://designseer.com/html/grit-demo/)
09:06:48	14869/14869	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Sep%202019%2006:07:25%20GMT	https://designseer.com/html/grit-demo/img/01-screenshot.jpg	D:/Andrea/Andrewjr11/Altro/Programmazione/Html/Dom/Sito%20grit/designseer.com/html/grit-demo/img/01-screenshot.jpg	(from https://designseer.com/html/grit-demo/)
09:06:48	9257/9257	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Sep%202019%2006:07:26%20GMT	https://designseer.com/html/grit-demo/portfolio-inner.html	D:/Andrea/Andrewjr11/Altro/Programmazione/Html/Dom/Sito%20grit/designseer.com/html/grit-demo/portfolio-inner.html	(from https://designseer.com/html/grit-demo/)
09:06:49	64308/64308	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Sep%202019%2006:07:25%20GMT	https://designseer.com/html/grit-demo/img/02-screenshot.jpg	D:/Andrea/Andrewjr11/Altro/Programmazione/Html/Dom/Sito%20grit/designseer.com/html/grit-demo/img/02-screenshot.jpg	(from https://designseer.com/html/grit-demo/)
09:06:49	52590/52590	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Sep%202019%2006:07:25%20GMT	https://designseer.com/html/grit-demo/img/03-screenshot.jpg	D:/Andrea/Andrewjr11/Altro/Programmazione/Html/Dom/Sito%20grit/designseer.com/html/grit-demo/img/03-screenshot.jpg	(from https://designseer.com/html/grit-demo/)
09:06:49	74855/74855	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Sep%202019%2006:07:25%20GMT	https://designseer.com/html/grit-demo/img/04-screenshot.jpg	D:/Andrea/Andrewjr11/Altro/Programmazione/Html/Dom/Sito%20grit/designseer.com/html/grit-demo/img/04-screenshot.jpg	(from https://designseer.com/html/grit-demo/)
09:06:49	64146/64146	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Sep%202019%2006:07:25%20GMT	https://designseer.com/html/grit-demo/img/05-screenshot.jpg	D:/Andrea/Andrewjr11/Altro/Programmazione/Html/Dom/Sito%20grit/designseer.com/html/grit-demo/img/05-screenshot.jpg	(from https://designseer.com/html/grit-demo/)
09:06:49	20039/20039	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Sep%202019%2006:07:25%20GMT	https://designseer.com/html/grit-demo/img/06-screenshot.jpg	D:/Andrea/Andrewjr11/Altro/Programmazione/Html/Dom/Sito%20grit/designseer.com/html/grit-demo/img/06-screenshot.jpg	(from https://designseer.com/html/grit-demo/)
09:06:50	17501/17501	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Sep%202019%2006:07:25%20GMT	https://designseer.com/html/grit-demo/img/tab-1.jpg	D:/Andrea/Andrewjr11/Altro/Programmazione/Html/Dom/Sito%20grit/designseer.com/html/grit-demo/img/tab-1.jpg	(from https://designseer.com/html/grit-demo/)
09:06:50	121420/121420	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Sep%202019%2006:07:25%20GMT	https://designseer.com/html/grit-demo/img/count-bg.jpg	D:/Andrea/Andrewjr11/Altro/Programmazione/Html/Dom/Sito%20grit/designseer.com/html/grit-demo/img/count-bg.jpg	(from https://designseer.com/html/grit-demo/)
09:06:50	19486/19486	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Sep%202019%2006:07:25%20GMT	https://designseer.com/html/grit-demo/img/team/01.jpg	D:/Andrea/Andrewjr11/Altro/Programmazione/Html/Dom/Sito%20grit/designseer.com/html/grit-demo/img/team/01.jpg	(from https://designseer.com/html/grit-demo/)
09:06:50	17485/17485	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Sep%202019%2006:07:25%20GMT	https://designseer.com/html/grit-demo/img/team/02.jpg	D:/Andrea/Andrewjr11/Altro/Programmazione/Html/Dom/Sito%20grit/designseer.com/html/grit-demo/img/team/02.jpg	(from https://designseer.com/html/grit-demo/)
09:06:51	18325/18325	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Sep%202019%2006:07:25%20GMT	https://designseer.com/html/grit-demo/img/team/03.jpg	D:/Andrea/Andrewjr11/Altro/Programmazione/Html/Dom/Sito%20grit/designseer.com/html/grit-demo/img/team/03.jpg	(from https://designseer.com/html/grit-demo/)
09:06:51	24012/24012	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Sep%202019%2006:07:25%20GMT	https://designseer.com/html/grit-demo/blog-post.html	D:/Andrea/Andrewjr11/Altro/Programmazione/Html/Dom/Sito%20grit/designseer.com/html/grit-demo/blog-post.html	(from https://designseer.com/html/grit-demo/)
09:06:51	97163/97163	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/1.12.4/jquery.min.js	D:/Andrea/Andrewjr11/Altro/Programmazione/Html/Dom/Sito%20grit/ajax.googleapis.com/ajax/libs/jquery/1.12.4/jquery.min.js	(from https://designseer.com/html/grit-demo/)
09:06:51	72347/72347	---M-Z	200	added ('OK')	application/x-javascript	date:Sun,%2022%20Sep%202019%2006:07:26%20GMT	https://designseer.com/html/grit-demo/js/bootstrap.js	D:/Andrea/Andrewjr11/Altro/Programmazione/Html/Dom/Sito%20grit/designseer.com/html/grit-demo/js/bootstrap.js	(from https://designseer.com/html/grit-demo/)
